;Player;ShootOnTarget;ShootPer90;GoalPerShoot
2612;Gonzalo Villar;2;0.60;0.00
2613;Iván Villar;0;0.00;
2614;Juan Villar;2;1.87;0.00
2615;Rúben Vinagre;0;0.69;0.00
2616;Luigi Vitale;0;0.00;
2617;Vitolo;11;1.25;0.18
2618;Mattia Viviani;0;0.78;0.00
2619;Dušan Vlahović;17;3.84;0.08
2620;Kevin Vogt;0;0.00;
2621;Kevin Vogt;0;0.08;0.00
2622;Jake Vokins;0;1.00;0.00
2623;Kevin Volland;32;3.30;0.13
2624;Mario Vrančić;3;1.98;0.07
2625;Stefan de Vrij;6;0.64;0.20
2626;Giacomo Vrioni;0;0.00;
2627;Šime Vrsaljko;0;0.00;
2628;Nikola Vukčević;1;0.23;0.00
2629;Matěj Vydra;10;1.98;0.11
2630;Molla Wagué;0;0.26;0.00
2631;Moussa Wagué;0;0.45;0.00
2632;Moussa Wagué;0;0.00;
2633;Wakaso;1;0.98;0.00
2634;Walace;3;0.79;0.00
2635;Theo Walcott;10;1.96;0.07
2636;Luca Waldschmidt;9;2.77;0.10
2637;Kyle Walker;3;0.49;0.08
2638;Kyle Walker-Peters;0;0.26;0.00
2639;Kyle Walker-Peters;0;0.37;0.00
2640;Rémi Walter;0;0.00;
2641;Sebastian Walukiewicz;0;0.08;0.00
2642;Aaron Wan-Bissaka;1;0.26;0.00
2643;Victor Wanyama;0;0.00;
2644;Joel Ward;1;0.19;0.00
2645;James Ward-Prowse;23;1.42;0.07
2646;Daniel Wass;4;0.53;0.06
2647;Kelland Watts;0;0.00;
2648;Timothy Weah;0;1.06;0.00
2649;Adam Webster;7;0.54;0.19
2650;Wout Weghorst;35;2.69;0.15
2651;Julian Weigl;3;0.79;0.11
2652;Mitchell Weiser;1;0.54;0.14
2653;Danny Welbeck;9;2.30;0.10
2654;Wendell;1;0.52;0.00
2655;Oscar Wendt;3;0.48;0.22
2656;Timo Werner;59;3.77;0.21
2657;Ashley Westwood;3;0.37;0.15
2658;Connor Wickham;2;3.75;0.25
2659;Felix Wiedwald;0;0.00;
2660;Georginio Wijnaldum;15;1.10;0.11
2661;Jetro Willems;6;0.84;0.14
2662;William;6;1.12;0.06
2663;Brandon Williams;2;0.54;0.17
2664;Iñaki Williams;21;1.38;0.11
2665;Neco Williams;1;2.74;0.00
2666;Willian;26;2.32;0.07
2667;Joe Willock;4;1.47;0.07
2668;Jack Wilshere;0;0.00;
2669;Callum Wilson;22;1.67;0.15
2670;Harry Wilson;19;2.95;0.13
2671;Harry Winks;2;0.57;0.00
2672;Florian Wirtz;3;0.98;0.25
2673;Axel Witsel;7;1.12;0.14
2674;Hannes Wolf;0;0.00;
2675;Marius Wolf;2;0.89;0.07
2676;Nick Woltemade;0;0.98;0.00
2677;Chris Wood;28;2.36;0.20
2678;Xeka;3;1.14;0.00
2679;Granit Xhaka;3;0.38;0.09
2680;Jawad El Yamiq;0;0.91;0.00
2681;Andriy Yarmolenko;12;2.36;0.19
2682;Yusuf Yazıcı;3;2.12;0.00
2683;DeAndre Yedlin;1;0.10;1.00
2684;Yoel;0;0.00;
2685;Okay Yokuşlu;2;0.50;0.00
2686;Maya Yoshida;3;0.64;0.00
2687;Maya Yoshida;1;0.38;0.00
2688;Elie Youan;2;1.66;0.00
2689;Amin Younes;1;3.58;0.14
2690;Ashley Young;0;0.28;0.00
2691;Ashley Young;9;1.14;0.27
2692;Zaydou Youssouf;2;0.67;0.00
2693;Pablo Zabaleta;0;0.15;0.00
2694;Mattia Zaccagni;9;1.15;0.07
2695;Dan-Axel Zagadou;3;0.37;0.25
2696;Arthur Zagre;0;0.00;
2697;Wilfried Zaha;17;1.67;0.07
2698;Denis Zakaria;5;1.06;0.09
2699;Joseba Zaldúa;2;0.28;0.00
2700;Andre-Frank Zambo Anguissa;8;1.01;0.07
2701;Luca Zanimacchia;1;1.50;0.00
2702;Nicolò Zaniolo;22;2.81;0.13
2703;Cristián Zapata;2;0.63;0.08
2704;Duván Zapata;35;3.86;0.20
2705;Davide Zappacosta;0;0.80;0.00
2706;Simone Zaza;22;2.74;0.12
2707;Marvin Zeegelaar;0;0.00;
2708;Mootaz Zemzemi;0;3.91;0.00
2709;Arber Zeneli;0;0.00;
2710;Robin Zentner;0;0.00;
2711;Piotr Zieliński;21;2.37;0.03
2712;Jean Zimmer;1;1.13;0.00
2713;Christoph Zimmermann;1;0.38;0.00
2714;Matthias Zimmermann;1;0.49;0.06
2715;Oleksandr Zinchenko;3;1.13;0.00
2716;Leopold Zingerle;0;0.00;
2717;Joshua Zirkzee;6;3.33;0.36
2718;Richairo Živković;0;0.80;0.00
2719;Jaromír Zmrhal;8;1.04;0.15
2720;Kévin Zohi;5;2.72;0.06
2721;Ben Zolinski;7;1.41;0.16
2722;Kurt Zouma;5;0.58;0.00
2723;Igor Zubeldia;1;0.48;0.00
2724;Steven Zuber;3;1.08;0.22
2725;Martín Zubimendi;0;0.69;0.00
2726;Ervin Zukanović;0;0.88;0.00
2727;Bongani Zungu;1;0.64;0.14
2728;Szymon Żurkowski;0;7.50;0.00
2729;David Zurutuza;0;0.00;
2730;Martin Ødegaard;17;1.75;0.08
2731;Filip Đuričić;9;2.26;0.12
