;PlayerName;Name;Position;Age;Min;Goals;GoalsPer90;Asists;AsistsPer90;GoalAstPer90;Played90s;SCA;SCA90;ShootPass;ShootDrib;GCA;GCA90;AssistPass;AssistDrib;CompletedPasses;PassCompRatio;TotDistPass;ProgDistPass;Crosses;PenaltyWon;AerialWonRate;ShootOnTarget;ShootPer90;GoalPerShoot;TacklesWon;TklDribbling;Blocks;SuccPressRatio;MatchPlayed;PointPerMatch;TouchPenArea;SuccDrib;DribLegs;PlayerType;Value;Value2;NetValue;logValue
735;Kamil Glik;Kamil Glik;DF;31.0;2070;1;0.04;0;0.0;0.04;23.0;7.0;0.3;4.0;0.0;1.0;0.04;1.0;0.0;968.0;89.6;22294.0;5428.0;0;0.0;62.1;4;0.52;0.08;13;13.0;41.0;31.3;23;1.43;19.0;0.0;0.0;Defender;3.0;M;3.0;1.0986122886681098
736;Karim Bellarabi;Karim Bellarabi;FW;29.0;1424;4;0.25;6;0.38;0.63;15.8;48.0;3.03;34.0;5.0;8.0;0.51;6.0;1.0;487.0;68.9;8072.0;2612.0;67;1.0;22.2;25;3.48;0.07;11;4.0;18.0;33.3;26;1.81;95.0;50.0;5.0;Forward;20.0;M;20.0;2.995732273553991
737;Karim Onisiwo;Karim Onisiwo;FW;27.0;1728;4;0.21;6;0.31;0.52;19.2;58.0;3.02;32.0;14.0;9.0;0.47;6.0;0.0;230.0;64.1;3516.0;816.0;25;1.0;37.8;21;1.98;0.11;12;4.0;22.0;23.9;32;1.06;106.0;56.0;1.0;Forward;4.0;M;4.0;1.3862943611198906
738;Karim Rekik;Karim Rekik;DF;24.0;1260;1;0.07;0;0.0;0.07;14.0;7.0;0.5;6.0;0.0;2.0;0.14;1.0;0.0;621.0;89.0;13538.0;4493.0;4;0.0;67.4;2;0.29;0.25;11;4.0;33.0;29.5;14;1.0;10.0;4.0;1.0;Defender;6.0;M;6.0;1.791759469228055
739;Karl Toko Ekambi;Karl Toko Ekambi;FW;26.0;1531;8;0.4350000000000001;3;0.175;0.615;17.0;37.0;2.21;27.0;5.0;8.0;0.475;6.0;0.0;326.0;77.85;5327.0;727.0;25;0.0;26.6;24;2.85;0.15;7;3.0;6.0;27.75;26;1.3849999999999998;96.0;24.0;1.0;Forward;10.0;M;10.0;2.302585092994046
740;Karlo Letica;Karlo Letica;GK;22.0;900;0;0.0;0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;202.0;63.3;6415.0;4473.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;10;0.1;0.0;1.0;0.0;Goalkeeper;1.0;M;1.0;0.0
741;Karol Linetty;Karol Linetty;MF;24.0;2019;4;0.18;3;0.13;0.31;22.4;64.0;2.85;54.0;1.0;10.0;0.45;8.0;0.0;595.0;77.8;9994.0;3045.0;30;0.0;37.8;9;1.38;0.13;32;19.0;31.0;28.5;28;1.07;60.0;29.0;1.0;Midfielder;8.0;M;8.0;2.0794415416798357
742;Kasper Dolberg;Kasper Dolberg;FW;21.0;1888;11;0.52;3;0.14;0.67;21.0;26.0;1.24;14.0;3.0;6.0;0.29;3.0;1.0;232.0;77.1;3534.0;243.0;3;0.0;45.9;25;2.0;0.26;8;9.0;18.0;23.0;23;1.39;70.0;18.0;2.0;Forward;10.0;M;10.0;2.302585092994046
743;Kasper Schmeichel;Kasper Schmeichel;GK;32.0;3420;0;0.0;0;0.0;0.0;38.0;5.0;0.13;1.0;0.0;0.0;0.0;0.0;0.0;904.0;76.7;27929.0;15725.0;0;0.0;0.0;0;0.03;0.0;0;0.0;0.0;40.0;38;1.63;0.0;0.0;0.0;Goalkeeper;20.0;M;20.0;2.995732273553991
744;Keagan Dolly;Keagan Dolly;MF;26.0;148;0;0.0;0;0.0;0.0;1.6;7.0;4.26;4.0;1.0;0.0;0.0;0.0;0.0;57.0;76.0;888.0;207.0;1;0.0;66.7;2;2.43;0.0;1;1.0;2.0;35.8;6;1.17;1.0;3.0;0.0;Midfielder;800.0;K;0.8;-0.2231435513142097
745;Keinan Davis;Keinan Davis;FW;21.0;548;0;0.0;0;0.0;0.0;6.1;20.0;3.28;11.0;1.0;3.0;0.49;1.0;0.0;107.0;75.4;1475.0;201.0;2;0.0;38.1;5;2.63;0.0;2;0.0;5.0;21.6;18;0.83;34.0;9.0;1.0;Forward;2.0;M;2.0;0.6931471805599453
746;Keita Baldé;Keita Baldé;FW;24.0;858;4;0.42;1;0.1;0.52;9.5;22.0;2.31;15.0;2.0;5.0;0.52;3.0;0.0;207.0;70.2;3023.0;767.0;14;1.0;44.3;13;2.94;0.14;8;1.0;9.0;30.3;21;1.52;50.0;6.0;1.0;Forward;10.0;M;10.0;2.302585092994046
747;Kelechi Iheanacho;Kelechi Iheanacho;FW;22.0;960;5;0.47;3;0.28;0.75;10.7;39.0;3.66;24.0;8.0;5.0;0.47;3.0;1.0;217.0;81.0;3124.0;629.0;4;2.0;9.4;18;3.19;0.15;5;3.0;9.0;29.0;20;1.3;80.0;19.0;1.0;Forward;20.0;M;20.0;2.995732273553991
748;Kenan Kodro;Kenan Kodro;FW;25.0;364;1;0.25;0;0.0;0.25;4.0;4.0;0.99;2.0;0.0;0.0;0.0;0.0;0.0;55.0;64.0;661.0;101.0;1;0.0;54.3;2;0.99;0.25;0;1.0;2.0;20.5;12;1.17;7.0;3.0;0.0;Forward;5.0;M;5.0;1.6094379124341003
749;Kenedy;Kenedy;MF;23.0;586;1;0.15;3;0.46;0.61;6.5;18.0;2.76;12.0;2.0;3.0;0.46;3.0;0.0;133.0;66.2;2275.0;832.0;19;0.0;38.5;3;2.15;0.07;8;2.0;9.0;27.0;19;1.58;16.0;19.0;2.0;Midfielder;10.0;M;10.0;2.302585092994046
750;Kenny Lala;Kenny Lala;DF;27.0;2043;2;0.09;1;0.04;0.13;22.7;51.0;2.25;37.0;2.0;1.0;0.04;0.0;0.0;1011.0;75.0;23512.0;8329.0;71;0.0;63.3;5;0.7;0.0;26;16.0;27.0;30.7;25;1.52;27.0;43.0;2.0;Defender;4.0;M;4.0;1.3862943611198906
751;Kenny Tete;Kenny Tete;DF;23.0;1072;0;0.0;1;0.08;0.08;11.9;29.0;2.43;26.0;1.0;2.0;0.17;2.0;0.0;684.0;81.2;12158.0;4508.0;35;0.0;36.4;2;0.59;0.0;25;11.0;21.0;32.0;18;1.06;25.0;11.0;1.0;Defender;10.0;M;10.0;2.302585092994046
752;Kepa Arrizabalaga;Kepa Arrizabalaga;GK;24.0;2970;0;0.0;0;0.0;0.0;33.0;1.0;0.03;0.0;0.0;0.0;0.0;0.0;0.0;877.0;80.8;23673.0;12278.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;33.3;33;1.76;0.0;0.0;0.0;Goalkeeper;20.0;M;20.0;2.995732273553991
753;Kerem Demirbay;Kerem Demirbay;MF;26.0;1573;1;0.06;5;0.29;0.34;17.5;74.0;4.23;37.0;3.0;10.0;0.57;4.0;0.0;947.0;78.0;18600.0;5956.0;26;0.0;59.5;8;1.72;0.03;22;8.0;27.0;36.1;25;1.8;34.0;35.0;1.0;Midfielder;20.0;M;20.0;2.995732273553991
754;Keven Schlotterbeck;Keven Schlotterbeck;DF;22.0;1939;0;0.0;0;0.0;0.0;21.5;5.0;0.23;3.0;0.0;0.0;0.0;0.0;0.0;645.0;81.1;15954.0;5062.0;1;0.0;58.7;2;0.46;0.0;38;17.0;70.0;36.4;23;1.35;10.0;6.0;0.0;Defender;1.0;M;1.0;0.0
755;Kevin Agudelo;Kevin Agudelo;MF;20.0;730;1;0.07;1;0.07;0.135;8.1;37.0;6.315;25.0;7.0;3.0;0.84;2.0;0.0;274.0;81.0;4298.0;1043.0;10;0.0;20.0;2;3.49;0.05;19;10.0;13.0;24.25;13;1.3;22.0;23.0;0.0;Midfielder;3.0;M;3.0;1.0986122886681098
756;Kevin Akpoguma;Kevin Akpoguma;DF;24.0;1142;0;0.0;0;0.0;0.0;12.7;4.0;0.32;4.0;0.0;0.0;0.0;0.0;0.0;659.0;87.4;12650.0;3663.0;1;0.0;44.7;0;0.16;0.0;11;15.0;31.0;33.1;18;1.5;1.0;3.0;0.0;Defender;5.0;M;5.0;1.6094379124341003
757;Kevin Bonifazi;Kevin Bonifazi;DF;23.0;1438;2;0.22;0;0.0;0.22;15.9;6.0;0.37;4.0;1.0;0.0;0.0;0.0;0.0;651.0;86.05000000000003;13239.0;4375.0;1;0.0;63.55;2;0.7350000000000001;0.265;18;14.0;31.0;33.3;17;1.135;8.0;14.0;0.0;Defender;4.0;M;4.0;1.3862943611198906
758;Kevin De Bruyne;Kevin De Bruyne;MF;28.0;2791;13;0.42;20;0.64;1.06;31.0;222.0;7.16;157.0;11.0;34.0;1.1;25.0;2.0;1674.0;74.6;34640.0;10497.0;143;0.0;45.0;27;3.1;0.11;28;11.0;31.0;31.9;35;2.23;164.0;62.0;1.0;Midfielder;90.0;M;90.0;4.499809670330265
759;Kevin Kampl;Kevin Kampl;MF;28.0;675;2;0.27;2;0.27;0.53;7.5;20.0;2.67;17.0;0.0;2.0;0.27;2.0;0.0;458.0;88.1;7977.0;1769.0;6;0.0;25.0;3;0.8;0.33;14;9.0;11.0;30.5;11;2.0;7.0;8.0;1.0;Midfielder;20.0;M;20.0;2.995732273553991
760;Kevin Lasagna;Kevin Lasagna;FW;26.0;2569;10;0.35;1;0.04;0.39;28.5;54.0;1.89;41.0;3.0;4.0;0.14;2.0;2.0;339.0;69.3;4891.0;722.0;27;0.0;32.3;34;2.91;0.12;18;5.0;23.0;24.3;36;1.17;162.0;14.0;0.0;Forward;8.0;M;8.0;2.0794415416798357
761;Kevin Long;Kevin Long;DF;28.0;564;0;0.0;0;0.0;0.0;6.3;2.0;0.32;0.0;0.0;1.0;0.16;0.0;0.0;141.0;75.8;3193.0;908.0;0;0.0;57.9;0;0.32;0.0;8;3.0;15.0;32.1;8;1.5;3.0;1.0;0.0;Defender;6.0;M;6.0;1.791759469228055
762;Kevin Mbabu;Kevin Mbabu;DF;24.0;1696;3;0.16;1;0.05;0.21;18.8;36.0;1.91;23.0;1.0;7.0;0.37;2.0;1.0;652.0;70.0;13420.0;6282.0;64;1.0;58.3;3;0.48;0.33;42;30.0;50.0;36.4;20;1.35;40.0;52.0;3.0;Defender;8.0;M;8.0;2.0794415416798357
763;Kevin Möhwald;Kevin Möhwald;MF;26.0;74;0;0.0;0;0.0;0.0;0.8;3.0;3.65;1.0;0.0;1.0;1.22;0.0;0.0;35.0;85.4;651.0;151.0;2;0.0;0.0;1;6.08;0.0;1;1.0;0.0;33.3;1;0.0;1.0;0.0;0.0;Midfielder;2.0;M;2.0;0.6931471805599453
764;Kevin Stöger;Kevin Stöger;MF;25.0;1268;0;0.0;4;0.28;0.28;14.1;51.0;3.62;32.0;3.0;6.0;0.43;5.0;0.0;777.0;80.2;15571.0;4004.0;24;0.0;33.3;6;1.56;0.0;20;12.0;31.0;33.0;17;0.88;13.0;24.0;0.0;Midfielder;7.0;M;7.0;1.9459101490553132
765;Kevin Trapp;Kevin Trapp;GK;29.0;1980;0;0.0;0;0.0;0.0;22.0;3.0;0.14;3.0;0.0;0.0;0.0;0.0;0.0;701.0;74.7;21111.0;13843.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;50.0;22;1.64;1.0;0.0;0.0;Goalkeeper;20.0;M;20.0;2.995732273553991
766;Kevin Vogt;Kevin Vogt;DF;27.0;2065;0;0.0;0;0.0;0.0;23.0;11.0;0.47;11.0;0.0;0.0;0.0;0.0;0.0;1445.0;90.0;33675.0;10758.0;1;0.0;59.3;0;0.04;0.0;14;14.0;42.0;36.7;25;1.39;5.0;9.0;0.0;Defender;9.0;M;9.0;2.1972245773362196
767;Kevin Volland;Kevin Volland;FW;27.0;2047;10;0.44;7;0.31;0.75;22.7;76.0;3.34;55.0;8.0;16.0;0.7;10.0;3.0;429.0;71.0;6712.0;1634.0;35;0.0;37.3;32;3.3;0.13;11;3.0;22.0;30.3;27;1.74;144.0;24.0;2.0;Forward;20.0;M;20.0;2.995732273553991
768;Kieran Tierney;Kieran Tierney;DF;22.0;989;1;0.09;1;0.09;0.18;11.0;11.0;1.0;8.0;2.0;3.0;0.27;2.0;0.0;414.0;76.1;8028.0;2568.0;36;0.0;50.0;2;0.55;0.17;11;10.0;22.0;31.0;15;1.47;17.0;12.0;1.0;Defender;30.0;M;30.0;3.4011973816621555
769;Kieran Trippier;Kieran Trippier;DF;28.0;1979;0;0.0;4;0.18;0.18;22.0;69.0;3.14;37.0;0.0;8.0;0.36;5.0;0.0;938.0;71.7;17623.0;8474.0;76;0.0;41.2;0;0.14;0.0;28;27.0;47.0;30.4;25;1.96;22.0;14.0;1.0;Defender;10.0;M;10.0;2.302585092994046
770;Kike;Kike;FW;29.0;3534;10;0.25;2;0.05;0.31;39.2;66.0;1.68;38.0;0.0;6.0;0.15;2.0;0.0;654.0;67.1;8972.0;1466.0;38;2.0;38.3;36;2.9;0.09;12;8.0;34.0;30.0;54;1.11;218.0;16.0;2.0;Forward;3.0;M;3.0;1.0986122886681098
771;Kike Barja;Kike Barja;MF;22.0;313;0;0.0;1;0.29;0.29;3.5;10.0;2.88;8.0;1.0;2.0;0.58;2.0;0.0;62.0;69.7;966.0;270.0;8;0.0;38.5;3;1.73;0.0;1;1.0;5.0;20.8;8;2.13;11.0;11.0;0.0;Midfielder;2.0;M;2.0;0.6931471805599453
772;Kiko Olivas;Kiko Olivas;DF;30.0;2943;2;0.06;0;0.0;0.06;32.7;13.0;0.4;8.0;0.0;1.0;0.03;0.0;0.0;1107.0;87.1;22859.0;7049.0;0;0.0;51.0;4;0.31;0.2;31;12.0;47.0;34.4;35;1.0;18.0;12.0;0.0;Defender;2.0;M;2.0;0.6931471805599453
773;Kingsley Ehizibue;Kingsley Ehizibue;DF;24.0;2329;1;0.04;1;0.04;0.08;25.9;40.0;1.55;27.0;5.0;4.0;0.15;3.0;1.0;850.0;74.8;16175.0;6528.0;50;0.0;64.6;4;0.46;0.08;51;31.0;50.0;28.4;31;1.06;21.0;36.0;3.0;Defender;3.0;M;3.0;1.0986122886681098
774;Koen Casteels;Koen Casteels;GK;27.0;2340;0;0.0;0;0.0;0.0;26.0;4.0;0.15;4.0;0.0;0.0;0.0;0.0;0.0;720.0;73.1;24473.0;14946.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;33.3;26;1.5;0.0;1.0;0.0;Goalkeeper;8.0;M;8.0;2.0794415416798357
775;Koffi Djidji;Koffi Djidji;DF;26.0;851;0;0.0;0;0.0;0.0;9.5;3.0;0.32;3.0;0.0;1.0;0.11;1.0;0.0;346.0;87.6;7235.0;2218.0;0;0.0;47.8;0;0.0;0.0;13;4.0;41.0;24.3;17;1.18;0.0;7.0;0.0;Defender;3.0;M;3.0;1.0986122886681098
776;Koke Vegas;Koke Vegas;GK;23.0;180;0;0.0;0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.0;68.3;1139.0;732.0;0;0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;2;3.0;0.0;0.0;0.0;Goalkeeper;1.0;M;1.0;0.0
777;Konrad Laimer;Konrad Laimer;MF;22.0;2115;2;0.09;6;0.26;0.34;23.5;52.0;2.21;41.0;6.0;18.0;0.77;13.0;4.0;1067.0;82.4;18757.0;5597.0;7;0.0;42.9;6;0.43;0.2;60;34.0;60.0;33.2;29;2.14;19.0;35.0;0.0;Midfielder;8.0;M;8.0;2.0794415416798357
778;Koray Günter;Koray Günter;DF;24.0;2733;0;0.0;0;0.0;0.0;30.4;7.0;0.23;5.0;0.0;0.0;0.0;0.0;0.0;1184.0;86.9;25410.0;8320.0;4;0.0;55.1;1;0.2;0.0;23;14.0;61.0;30.8;32;1.25;14.0;10.0;1.0;Defender;4.0;M;4.0;1.3862943611198906
779;Kortney Hause;Kortney Hause;DF;24.0;1545;1;0.06;0;0.0;0.06;17.2;8.0;0.47;7.0;0.0;1.0;0.06;0.0;0.0;591.0;74.9;12375.0;4892.0;0;0.0;73.4;3;1.17;0.05;22;11.0;46.0;40.1;18;0.72;27.0;11.0;1.0;Defender;8.0;M;8.0;2.0794415416798357
780;Kostas Manolas;Kostas Manolas;DF;28.0;2176;4;0.17;0;0.0;0.17;24.2;5.0;0.21;4.0;0.0;0.0;0.0;0.0;0.0;1369.0;92.8;29211.0;7282.0;1;0.0;65.3;8;0.7;0.24;17;15.0;34.0;33.5;26;1.85;24.0;2.0;0.0;Defender;30.0;M;30.0;3.4011973816621555
781;Kostas Stafylidis;Kostas Stafylidis;DF;25.0;398;1;0.23;0;0.0;0.23;4.4;11.0;2.49;8.0;0.0;0.0;0.0;0.0;0.0;149.0;78.8;2772.0;1070.0;8;0.0;50.0;2;0.9;0.25;0;3.0;15.0;17.1;7;1.43;1.0;4.0;0.0;Defender;3.0;M;3.0;1.0986122886681098
782;Kurt Zouma;Kurt Zouma;DF;24.0;2344;0;0.0;0;0.0;0.0;26.0;14.0;0.54;12.0;0.0;0.0;0.0;0.0;0.0;1772.0;89.4;41235.0;10428.0;0;0.0;76.7;5;0.58;0.0;17;3.0;34.0;31.1;28;1.71;20.0;8.0;0.0;Defender;40.0;M;40.0;3.6888794541139363
783;Kyle Walker;Kyle Walker;DF;29.0;2392;1;0.04;4;0.15;0.19;26.6;49.0;1.84;45.0;3.0;6.0;0.23;6.0;0.0;1884.0;87.9;38492.0;8516.0;50;0.0;46.5;3;0.49;0.08;23;19.0;31.0;39.5;29;2.14;36.0;25.0;2.0;Defender;40.0;M;40.0;3.6888794541139363
784;Kyle Walker-Peters;Kyle Walker-Peters;DF;22.0;944;0;0.0;0;0.0;0.0;10.5;13.0;1.57;10.0;0.0;1.0;0.065;0.0;0.0;520.0;81.4;8347.0;2311.0;12;0.0;25.0;0;0.315;0.0;11;8.0;30.0;31.45;13;1.565;20.0;23.0;1.0;Defender;20.0;M;20.0;2.995732273553991
785;Kévin Malcuit;Kévin Malcuit;DF;28.0;256;0;0.0;0;0.0;0.0;2.8;3.0;1.05;2.0;1.0;0.0;0.0;0.0;0.0;142.0;81.6;2591.0;588.0;13;0.0;60.0;0;0.7;0.0;5;5.0;8.0;20.0;4;1.75;4.0;6.0;1.0;Defender;8.0;M;8.0;2.0794415416798357
786;Kévin N'Doram;Kévin N'Doram;MF;23.0;1646;0;0.0;0;0.0;0.0;18.3;33.0;1.8;25.0;1.0;0.0;0.0;0.0;0.0;807.0;89.7;15071.0;3790.0;2;0.0;50.8;2;0.49;0.0;34;16.0;30.0;28.7;20;1.4;7.0;22.0;1.0;Midfielder;3.0;M;3.0;1.0986122886681098
787;Kévin Rodrigues;Kévin Rodrigues;DF;25.0;1937;1;0.025;2;0.045;0.07;21.6;52.0;1.21;31.0;4.0;3.0;0.07;2.0;0.0;526.0;61.65000000000001;9710.0;4145.0;74;0.0;65.2;8;0.535;0.02;32;19.0;44.0;24.65;27;1.06;35.0;37.0;6.0;Defender;4.0;M;4.0;1.3862943611198906
788;Kévin Zohi;Kévin Zohi;FW;22.0;530;1;0.17;1;0.17;0.34;5.9;13.0;2.21;7.0;6.0;2.0;0.34;1.0;1.0;109.0;70.8;1848.0;499.0;10;0.0;22.2;5;2.72;0.06;7;3.0;3.0;25.0;17;1.29;16.0;16.0;0.0;Forward;2.0;M;2.0;0.6931471805599453
789;Lamine Fomba;Lamine Fomba;MF;21.0;1373;0;0.0;0;0.0;0.0;15.3;22.0;1.44;18.0;2.0;0.0;0.0;0.0;0.0;301.0;70.3;5137.0;1132.0;5;0.0;47.7;3;0.92;0.0;31;14.0;37.0;28.1;20;1.15;22.0;19.0;0.0;Midfielder;800.0;K;0.8;-0.2231435513142097
790;Lamine Koné;Lamine Koné;DF;30.0;1473;1;0.06;0;0.0;0.06;16.4;6.0;0.37;5.0;0.0;0.0;0.0;0.0;0.0;602.0;81.8;13848.0;4316.0;4;0.0;71.7;2;0.49;0.13;20;11.0;21.0;29.5;18;1.33;17.0;6.0;0.0;Defender;2.0;M;2.0;0.6931471805599453
791;Lars Bender;Lars Bender;DF;30.0;1373;2;0.13;1;0.07;0.2;15.3;28.0;1.84;22.0;0.0;2.0;0.13;2.0;0.0;915.0;85.2;15899.0;5753.0;19;0.0;46.7;2;0.98;0.13;32;16.0;43.0;35.7;18;1.83;32.0;12.0;2.0;Defender;9.0;M;9.0;2.1972245773362196
792;Lars Stindl;Lars Stindl;MF;30.0;1432;9;0.57;3;0.19;0.75;15.9;62.0;3.9;52.0;3.0;12.0;0.75;10.0;0.0;616.0;80.8;10533.0;1770.0;13;1.0;35.6;13;2.01;0.22;25;9.0;25.0;28.6;25;1.8;62.0;14.0;2.0;Midfielder;2.0;M;2.0;0.6931471805599453
793;Lasse Schöne;Lasse Schöne;MF;33.0;2427;2;0.07;3;0.11;0.19;27.0;74.0;2.74;31.0;2.0;5.0;0.19;2.0;0.0;1379.0;84.4;25038.0;6824.0;31;0.0;47.7;9;1.26;0.06;28;15.0;38.0;28.2;32;0.88;29.0;38.0;2.0;Midfielder;400.0;K;0.4;-0.916290731874155
794;Layvin Kurzawa;Layvin Kurzawa;DF;26.0;858;1;0.1;0;0.0;0.1;9.5;12.0;1.26;8.0;1.0;3.0;0.31;1.0;1.0;605.0;90.2;8685.0;2974.0;19;1.0;58.8;3;0.63;0.17;9;6.0;23.0;31.0;14;2.57;29.0;11.0;0.0;Defender;8.0;M;8.0;2.0794415416798357
795;Lazar Samardzic;Lazar Samardzic;MF;17.0;34;0;0.0;0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;85.7;135.0;25.0;0;0.0;33.3;0;0.0;0.0;3;1.0;2.0;26.9;3;1.0;0.0;2.0;0.0;Midfielder;1.0;M;1.0;0.0
796;Leander Dendoncker;Leander Dendoncker;MF;24.0;2795;4;0.13;0;0.0;0.13;31.1;19.0;0.61;18.0;1.0;1.0;0.03;1.0;0.0;1087.0;84.7;22063.0;4879.0;7;0.0;56.3;5;0.64;0.2;40;23.0;53.0;28.6;38;1.55;39.0;17.0;1.0;Midfielder;30.0;M;30.0;3.4011973816621555
797;Leandro Trossard;Leandro Trossard;FW;24.0;2011;5;0.22;3;0.13;0.36;22.3;80.0;3.58;55.0;7.0;9.0;0.4;4.0;1.0;567.0;71.3;10971.0;3577.0;69;0.0;8.3;13;1.88;0.12;16;9.0;29.0;26.8;31;0.97;117.0;34.0;1.0;Forward;30.0;M;30.0;3.4011973816621555
798;Lebo Mothiba;Lebo Mothiba;FW;23.0;1047;3;0.26;3;0.26;0.52;11.6;21.0;1.81;17.0;1.0;3.0;0.26;3.0;0.0;204.0;82.3;2930.0;390.0;14;0.0;41.9;11;2.32;0.11;2;0.0;12.0;21.4;21;1.33;49.0;20.0;1.0;Forward;4.0;M;4.0;1.3862943611198906
799;Leonardo Balerdi;Leonardo Balerdi;DF;20.0;133;0;0.0;0;0.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;114.0;89.1;2210.0;574.0;0;0.0;25.0;0;0.0;0.0;1;2.0;0.0;16.7;7;2.57;0.0;1.0;0.0;Defender;4.0;M;4.0;1.3862943611198906
800;Leonardo Bittencourt;Leonardo Bittencourt;FW;25.0;1892;4;0.095;2;0.05;0.145;21.0;76.0;16.785;48.0;2.0;4.0;0.095;2.0;0.0;673.0;70.30000000000001;10944.0;3457.0;56;0.0;14.05;11;16.0;0.05;34;9.0;32.0;11.55;29;1.945;74.0;26.0;5.0;Forward;5.0;M;5.0;1.6094379124341003
801;Leonardo Pavoletti;Leonardo Pavoletti;FW;30.0;45;0;0.0;0;0.0;0.0;0.5;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;14.0;87.5;156.0;8.0;0;0.0;42.9;0;4.0;0.0;0;0.0;0.0;25.0;2;0.0;0.0;0.0;0.0;Forward;6.0;M;6.0;1.791759469228055
802;Leonardo Spinazzola;Leonardo Spinazzola;DF;26.0;1548;1;0.06;2;0.12;0.17;17.2;58.0;3.37;48.0;5.0;4.0;0.23;3.0;0.0;813.0;79.9;15484.0;4640.0;59;0.0;47.1;4;0.87;0.07;10;11.0;34.0;30.5;24;1.83;65.0;24.0;4.0;Defender;20.0;M;20.0;2.995732273553991
803;Lewis Dunk;Lewis Dunk;DF;27.0;3230;3;0.08;3;0.08;0.17;35.9;26.0;0.72;23.0;0.0;3.0;0.08;3.0;0.0;1913.0;87.3;45041.0;13471.0;2;0.0;65.6;10;0.84;0.1;28;13.0;71.0;43.1;36;1.14;43.0;3.0;0.0;Defender;30.0;M;30.0;3.4011973816621555
804;Lino Tempelmann;Lino Tempelmann;MF;20.0;33;0;0.0;0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;70.0;126.0;25.0;0;0.0;0.0;0;2.73;0.0;0;0.0;1.0;0.0;1;3.0;0.0;1.0;0.0;Midfielder;300.0;K;0.3;-1.2039728043259361
805;Lionel Carole;Lionel Carole;DF;28.0;1272;0;0.0;0;0.0;0.0;14.1;29.0;2.05;24.0;1.0;2.0;0.14;1.0;0.0;623.0;78.2;12767.0;5552.0;43;1.0;71.4;0;0.35;0.0;8;10.0;16.0;28.6;18;1.44;11.0;16.0;0.0;Defender;2.0;M;2.0;0.6931471805599453
806;Lisandro Magallán;Lisandro Magallán;DF;25.0;1197;1;0.08;1;0.08;0.15;13.3;5.0;0.38;4.0;0.0;2.0;0.15;2.0;0.0;341.0;80.0;8177.0;3138.0;0;0.0;61.1;1;0.45;0.17;13;6.0;19.0;27.0;17;1.12;9.0;2.0;0.0;Defender;6.0;M;6.0;1.791759469228055
807;Lorenzo De Silvestri;Lorenzo De Silvestri;DF;31.0;2243;0;0.0;0;0.0;0.0;24.9;34.0;1.36;27.0;1.0;1.0;0.04;0.0;0.0;693.0;72.3;11993.0;4997.0;67;0.0;59.6;5;0.92;0.0;9;11.0;46.0;26.4;29;1.24;66.0;6.0;0.0;Defender;4.0;M;4.0;1.3862943611198906
808;Lorenzo Pellegrini;Lorenzo Pellegrini;MF;23.0;2097;1;0.04;9;0.39;0.43;23.3;136.0;5.84;84.0;4.0;21.0;0.9;15.0;0.0;930.0;75.9;18261.0;5307.0;63;1.0;34.1;10;2.49;0.02;20;7.0;30.0;25.8;27;1.85;93.0;27.0;8.0;Midfielder;20.0;M;20.0;2.995732273553991
809;Lorenzo Tonelli;Lorenzo Tonelli;DF;29.0;702;0;0.0;0;0.0;0.0;7.8;1.0;0.13;1.0;0.0;0.0;0.0;0.0;0.0;307.0;83.4;7045.0;2456.0;2;0.0;50.0;1;0.77;0.0;11;6.0;14.0;31.9;9;0.89;4.0;6.0;0.0;Defender;4.0;M;4.0;1.3862943611198906
810;Lorenzo Venuti;Lorenzo Venuti;DF;24.0;858;0;0.0;1;0.1;0.1;9.5;16.0;1.68;14.0;0.0;2.0;0.21;1.0;0.0;400.0;83.0;7424.0;2696.0;19;1.0;61.1;2;0.52;0.0;9;9.0;9.0;24.4;16;1.5;12.0;6.0;1.0;Defender;3.0;M;3.0;1.0986122886681098
811;Loris Benito;Loris Benito;DF;27.0;1896;1;0.05;0;0.0;0.05;21.1;25.0;1.19;20.0;0.0;2.0;0.09;2.0;0.0;1104.0;84.0;19603.0;7262.0;26;0.0;53.8;2;0.52;0.09;29;19.0;32.0;31.4;23;1.22;26.0;8.0;1.0;Defender;5.0;M;5.0;1.6094379124341003
812;Louis Beyer;Louis Beyer;DF;19.0;110;0;0.0;0;0.0;0.0;1.2;1.0;0.82;0.0;0.0;0.0;0.0;0.0;0.0;33.0;80.5;591.0;155.0;1;0.0;16.7;0;0.0;0.0;4;1.0;4.0;33.3;3;1.33;1.0;1.0;0.0;Defender;3.0;M;3.0;1.0986122886681098
