;Player;Position;Comp;Age;Min;Goals;GoalsPer90;Asists;AsistsPer90;GoalAstPer90;90s;SCA;SCA90;ShootPass;ShootDrib;GCA;GCA90;AssistPass;AssistDrib;CompletedPasses;PassCompRatio;TotDistPass;ProgDistPass;Crosses;PenaltyWon;AerialWonRate;ShootOnTarget;ShootPer90;GoalPerShoot;TacklesWon;TklDribbling;Blocks;SuccPressRatio
5134;Martin Harnik;MF,FW;de Bundesliga;32;9;0.0;0.00;0;0.00;0.00;0.1;0;0.00;0;0;0;0.00;0;0;4;100.0;37;0;0;0;50.0;0;0.00;;0;0;0;50.0
5135;Makoto Hasebe;DF,MF;de Bundesliga;35;1,968;0.0;0.00;0;0.00;0.00;21.9;23;1.05;22;0;2;0.09;2;0;1210;88.1;27587;8322;1;0;49.1;0;0.00;;20;12;56;42.9
5136;Hans Hateboer;DF;it Serie A;25;2,356;0.0;0.00;4;0.15;0.15;26.2;91;3.48;80;3;9;0.34;8;0;1219;84.8;18263;6090;61;0;53.8;3;0.73;0.00;24;22;42;30.3
5137;Kortney Hause;DF;eng Premier League;24;1,545;1.0;0.06;0;0.00;0.06;17.2;8;0.47;7;0;1;0.06;0;0;591;74.9;12375;4892;0;0;73.4;3;1.17;0.05;22;11;46;40.1
5138;Kai Havertz;MF,FW;de Bundesliga;20;2,454;12.0;0.44;6;0.22;0.66;27.3;118;4.33;97;9;14;0.51;13;1;1207;85.2;18815;3725;28;0;41.0;25;2.13;0.19;20;8;27;30.7
5139;Isaac Hayden;MF;eng Premier League;24;2,223;1.0;0.04;2;0.08;0.12;24.7;30;1.21;21;0;4;0.16;1;0;630;75.6;10888;2509;27;0;57.3;3;0.69;0.06;37;12;38;26.5
5140;Eden Hazard;FW,MF;es La Liga;28;1,077;1.0;0.08;3;0.25;0.33;12.0;49;4.09;39;4;8;0.67;5;0;522;85.4;8034;1771;18;3;55.6;14;1.59;0.05;7;3;9;28.3
5141;Thorgan Hazard;FW,MF;de Bundesliga;26;2,380;7.0;0.26;13;0.49;0.76;26.4;104;3.93;63;8;20;0.76;17;2;961;76.8;15365;3998;46;0;35.4;21;1.89;0.14;36;13;37;26.4
5142;Tom Heaton;GK;eng Premier League;33;1,794;0.0;0.00;0;0.00;0.00;19.9;0;0.00;0;0;0;0.00;0;0;350;57.0;12850;9473;0;0;100.0;0;0.00;;0;0;0;0.0
5143;Jonas Hector;MF,DF;de Bundesliga;29;2,433;4.0;0.15;2;0.07;0.22;27.0;54;2.00;43;2;5;0.18;3;0;1015;79.9;21710;5297;23;0;52.1;9;1.07;0.14;45;23;60;33.0
5144;Dominique Heintz;DF;de Bundesliga;25;2,434;0.0;0.00;1;0.04;0.04;27.0;18;0.67;17;1;2;0.07;2;0;1113;84.3;26784;8676;9;0;55.8;2;0.15;0.00;31;15;53;28.5
5145;Dean Henderson;GK;eng Premier League;22;3,240;0.0;0.00;0;0.00;0.00;36.0;4;0.11;2;0;0;0.00;0;0;424;41.0;21127;17079;0;0;100.0;0;0.03;0.00;0;0;1;0.0
5146;Jordan Henderson;MF;eng Premier League;29;2,238;4.0;0.16;5;0.20;0.36;24.9;46;1.85;41;1;7;0.28;6;0;1582;84.2;32654;7684;48;0;71.4;8;0.80;0.20;36;23;37;31.8
5147;Liam Henderson;MF;it Serie A;23;196;0.0;0.00;0;0.00;0.00;2.2;2;0.92;2;0;0;0.00;0;0;43;66.2;705;278;3;0;66.7;0;0.92;0.00;2;2;1;26.3
5148;Jeff Hendrick;MF;eng Premier League;27;1,931;2.0;0.09;2;0.09;0.19;21.5;27;1.26;21;1;1;0.05;1;0;420;73.0;6880;1712;10;0;46.7;6;1.03;0.09;10;2;35;19.4
5149;Wayne Hennessey;GK;eng Premier League;32;270;0.0;0.00;0;0.00;0.00;3.0;1;0.33;0;0;0;0.00;0;0;44;42.7;2365;2024;0;0;;0;0.00;;0;0;0;
5150;Rouwen Hennings;FW;de Bundesliga;31;2,459;15.0;0.55;0;0.00;0.55;27.3;53;1.94;41;2;4;0.15;4;0;430;69.5;6969;1219;27;0;35.3;23;2.49;0.16;4;1;17;25.5
5151;Benjamin Henrichs;DF,MF;fr Ligue 1;22;890;0.0;0.00;0;0.00;0.00;9.9;13;1.31;10;0;0;0.00;0;0;425;80.6;7980;2793;15;0;52.9;1;1.01;0.00;13;12;31;29.4
5152;Dalbert Henrique;DF;it Serie A;25;2,484;0.0;0.00;5;0.18;0.18;27.6;64;2.32;55;1;8;0.29;6;0;972;75.3;18219;7340;113;1;50.0;6;0.65;0.00;30;17;53;27.0
5153;Christophe Hérelle;DF;fr Ligue 1;26;1,103;3.0;0.24;0;0.00;0.24;12.3;8;0.65;7;1;1;0.08;1;0;793;89.8;17062;5210;11;0;53.3;3;0.41;0.60;9;4;21;18.9
5154;Mario Hermoso;DF;es La Liga;24;1,217;0.0;0.00;0;0.00;0.00;13.5;7;0.52;7;0;0;0.00;0;0;511;79.6;11693;4763;5;0;56.5;2;0.22;0.00;9;7;16;27.8
5155;Aridane Hernández;DF;es La Liga;30;2,610;3.0;0.10;0;0.00;0.10;29.0;10;0.34;8;0;0;0.00;0;0;737;79.7;17878;5285;3;0;72.5;4;0.48;0.21;24;14;34;45.0
5156;Javier Hernández;FW;eng Premier League;31;107;1.0;0.84;0;0.00;0.84;1.2;2;1.68;1;0;0;0.00;0;0;19;86.4;314;50;1;0;0.0;2;2.52;0.33;0;0;0;23.1
5157;Javier Hernández;FW;eng Premier League;31;107;1.0;0.84;0;0.00;0.84;1.2;2;1.68;1;0;0;0.00;0;0;19;86.4;314;50;1;0;0.0;2;2.52;0.33;4;1;8;32.3
5158;Javier Hernández;FW;eng Premier League;31;107;1.0;0.84;0;0.00;0.84;1.2;2;1.68;1;0;0;0.00;0;0;19;86.4;314;50;1;0;0.0;6;2.61;0.08;0;0;0;23.1
5159;Javier Hernández;FW;eng Premier League;31;107;1.0;0.84;0;0.00;0.84;1.2;2;1.68;1;0;0;0.00;0;0;19;86.4;314;50;1;0;0.0;6;2.61;0.08;4;1;8;32.3
5160;Javier Hernández;FW;eng Premier League;31;107;1.0;0.84;0;0.00;0.84;1.2;2;1.68;1;0;0;0.00;0;0;19;86.4;314;50;2;0;38.9;2;2.52;0.33;0;0;0;23.1
5161;Javier Hernández;FW;eng Premier League;31;107;1.0;0.84;0;0.00;0.84;1.2;2;1.68;1;0;0;0.00;0;0;19;86.4;314;50;2;0;38.9;2;2.52;0.33;4;1;8;32.3
5162;Javier Hernández;FW;eng Premier League;31;107;1.0;0.84;0;0.00;0.84;1.2;2;1.68;1;0;0;0.00;0;0;19;86.4;314;50;2;0;38.9;6;2.61;0.08;0;0;0;23.1
5163;Javier Hernández;FW;eng Premier League;31;107;1.0;0.84;0;0.00;0.84;1.2;2;1.68;1;0;0;0.00;0;0;19;86.4;314;50;2;0;38.9;6;2.61;0.08;4;1;8;32.3
5164;Javier Hernández;FW;eng Premier League;31;107;1.0;0.84;0;0.00;0.84;1.2;2;1.68;1;0;0;0.00;0;0;58;73.4;766;77;1;0;0.0;2;2.52;0.33;0;0;0;23.1
5165;Javier Hernández;FW;eng Premier League;31;107;1.0;0.84;0;0.00;0.84;1.2;2;1.68;1;0;0;0.00;0;0;58;73.4;766;77;1;0;0.0;2;2.52;0.33;4;1;8;32.3
5166;Javier Hernández;FW;eng Premier League;31;107;1.0;0.84;0;0.00;0.84;1.2;2;1.68;1;0;0;0.00;0;0;58;73.4;766;77;1;0;0.0;6;2.61;0.08;0;0;0;23.1
5167;Javier Hernández;FW;eng Premier League;31;107;1.0;0.84;0;0.00;0.84;1.2;2;1.68;1;0;0;0.00;0;0;58;73.4;766;77;1;0;0.0;6;2.61;0.08;4;1;8;32.3
5168;Javier Hernández;FW;eng Premier League;31;107;1.0;0.84;0;0.00;0.84;1.2;2;1.68;1;0;0;0.00;0;0;58;73.4;766;77;2;0;38.9;2;2.52;0.33;0;0;0;23.1
5169;Javier Hernández;FW;eng Premier League;31;107;1.0;0.84;0;0.00;0.84;1.2;2;1.68;1;0;0;0.00;0;0;58;73.4;766;77;2;0;38.9;2;2.52;0.33;4;1;8;32.3
5170;Javier Hernández;FW;eng Premier League;31;107;1.0;0.84;0;0.00;0.84;1.2;2;1.68;1;0;0;0.00;0;0;58;73.4;766;77;2;0;38.9;6;2.61;0.08;0;0;0;23.1
5171;Javier Hernández;FW;eng Premier League;31;107;1.0;0.84;0;0.00;0.84;1.2;2;1.68;1;0;0;0.00;0;0;58;73.4;766;77;2;0;38.9;6;2.61;0.08;4;1;8;32.3
5172;Javier Hernández;FW;eng Premier League;31;107;1.0;0.84;0;0.00;0.84;5.0;9;1.81;7;0;0;0.00;0;0;19;86.4;314;50;1;0;0.0;2;2.52;0.33;0;0;0;23.1
5173;Javier Hernández;FW;eng Premier League;31;107;1.0;0.84;0;0.00;0.84;5.0;9;1.81;7;0;0;0.00;0;0;19;86.4;314;50;1;0;0.0;2;2.52;0.33;4;1;8;32.3
5174;Javier Hernández;FW;eng Premier League;31;107;1.0;0.84;0;0.00;0.84;5.0;9;1.81;7;0;0;0.00;0;0;19;86.4;314;50;1;0;0.0;6;2.61;0.08;0;0;0;23.1
5175;Javier Hernández;FW;eng Premier League;31;107;1.0;0.84;0;0.00;0.84;5.0;9;1.81;7;0;0;0.00;0;0;19;86.4;314;50;1;0;0.0;6;2.61;0.08;4;1;8;32.3
5176;Javier Hernández;FW;eng Premier League;31;107;1.0;0.84;0;0.00;0.84;5.0;9;1.81;7;0;0;0.00;0;0;19;86.4;314;50;2;0;38.9;2;2.52;0.33;0;0;0;23.1
5177;Javier Hernández;FW;eng Premier League;31;107;1.0;0.84;0;0.00;0.84;5.0;9;1.81;7;0;0;0.00;0;0;19;86.4;314;50;2;0;38.9;2;2.52;0.33;4;1;8;32.3
5178;Javier Hernández;FW;eng Premier League;31;107;1.0;0.84;0;0.00;0.84;5.0;9;1.81;7;0;0;0.00;0;0;19;86.4;314;50;2;0;38.9;6;2.61;0.08;0;0;0;23.1
5179;Javier Hernández;FW;eng Premier League;31;107;1.0;0.84;0;0.00;0.84;5.0;9;1.81;7;0;0;0.00;0;0;19;86.4;314;50;2;0;38.9;6;2.61;0.08;4;1;8;32.3
5180;Javier Hernández;FW;eng Premier League;31;107;1.0;0.84;0;0.00;0.84;5.0;9;1.81;7;0;0;0.00;0;0;58;73.4;766;77;1;0;0.0;2;2.52;0.33;0;0;0;23.1
5181;Javier Hernández;FW;eng Premier League;31;107;1.0;0.84;0;0.00;0.84;5.0;9;1.81;7;0;0;0.00;0;0;58;73.4;766;77;1;0;0.0;2;2.52;0.33;4;1;8;32.3
5182;Javier Hernández;FW;eng Premier League;31;107;1.0;0.84;0;0.00;0.84;5.0;9;1.81;7;0;0;0.00;0;0;58;73.4;766;77;1;0;0.0;6;2.61;0.08;0;0;0;23.1
5183;Javier Hernández;FW;eng Premier League;31;107;1.0;0.84;0;0.00;0.84;5.0;9;1.81;7;0;0;0.00;0;0;58;73.4;766;77;1;0;0.0;6;2.61;0.08;4;1;8;32.3
5184;Javier Hernández;FW;eng Premier League;31;107;1.0;0.84;0;0.00;0.84;5.0;9;1.81;7;0;0;0.00;0;0;58;73.4;766;77;2;0;38.9;2;2.52;0.33;0;0;0;23.1
5185;Javier Hernández;FW;eng Premier League;31;107;1.0;0.84;0;0.00;0.84;5.0;9;1.81;7;0;0;0.00;0;0;58;73.4;766;77;2;0;38.9;2;2.52;0.33;4;1;8;32.3
5186;Javier Hernández;FW;eng Premier League;31;107;1.0;0.84;0;0.00;0.84;5.0;9;1.81;7;0;0;0.00;0;0;58;73.4;766;77;2;0;38.9;6;2.61;0.08;0;0;0;23.1
5187;Javier Hernández;FW;eng Premier League;31;107;1.0;0.84;0;0.00;0.84;5.0;9;1.81;7;0;0;0.00;0;0;58;73.4;766;77;2;0;38.9;6;2.61;0.08;4;1;8;32.3
5188;Javier Hernández;FW;es La Liga;31;448;1.0;0.20;0;0.00;0.20;1.2;2;1.68;1;0;0;0.00;0;0;19;86.4;314;50;1;0;0.0;2;2.52;0.33;0;0;0;23.1
5189;Javier Hernández;FW;es La Liga;31;448;1.0;0.20;0;0.00;0.20;1.2;2;1.68;1;0;0;0.00;0;0;19;86.4;314;50;1;0;0.0;2;2.52;0.33;4;1;8;32.3
5190;Javier Hernández;FW;es La Liga;31;448;1.0;0.20;0;0.00;0.20;1.2;2;1.68;1;0;0;0.00;0;0;19;86.4;314;50;1;0;0.0;6;2.61;0.08;0;0;0;23.1
5191;Javier Hernández;FW;es La Liga;31;448;1.0;0.20;0;0.00;0.20;1.2;2;1.68;1;0;0;0.00;0;0;19;86.4;314;50;1;0;0.0;6;2.61;0.08;4;1;8;32.3
5192;Javier Hernández;FW;es La Liga;31;448;1.0;0.20;0;0.00;0.20;1.2;2;1.68;1;0;0;0.00;0;0;19;86.4;314;50;2;0;38.9;2;2.52;0.33;0;0;0;23.1
5193;Javier Hernández;FW;es La Liga;31;448;1.0;0.20;0;0.00;0.20;1.2;2;1.68;1;0;0;0.00;0;0;19;86.4;314;50;2;0;38.9;2;2.52;0.33;4;1;8;32.3
5194;Javier Hernández;FW;es La Liga;31;448;1.0;0.20;0;0.00;0.20;1.2;2;1.68;1;0;0;0.00;0;0;19;86.4;314;50;2;0;38.9;6;2.61;0.08;0;0;0;23.1
5195;Javier Hernández;FW;es La Liga;31;448;1.0;0.20;0;0.00;0.20;1.2;2;1.68;1;0;0;0.00;0;0;19;86.4;314;50;2;0;38.9;6;2.61;0.08;4;1;8;32.3
5196;Javier Hernández;FW;es La Liga;31;448;1.0;0.20;0;0.00;0.20;1.2;2;1.68;1;0;0;0.00;0;0;58;73.4;766;77;1;0;0.0;2;2.52;0.33;0;0;0;23.1
5197;Javier Hernández;FW;es La Liga;31;448;1.0;0.20;0;0.00;0.20;1.2;2;1.68;1;0;0;0.00;0;0;58;73.4;766;77;1;0;0.0;2;2.52;0.33;4;1;8;32.3
5198;Javier Hernández;FW;es La Liga;31;448;1.0;0.20;0;0.00;0.20;1.2;2;1.68;1;0;0;0.00;0;0;58;73.4;766;77;1;0;0.0;6;2.61;0.08;0;0;0;23.1
5199;Javier Hernández;FW;es La Liga;31;448;1.0;0.20;0;0.00;0.20;1.2;2;1.68;1;0;0;0.00;0;0;58;73.4;766;77;1;0;0.0;6;2.61;0.08;4;1;8;32.3
5200;Javier Hernández;FW;es La Liga;31;448;1.0;0.20;0;0.00;0.20;1.2;2;1.68;1;0;0;0.00;0;0;58;73.4;766;77;2;0;38.9;2;2.52;0.33;0;0;0;23.1
5201;Javier Hernández;FW;es La Liga;31;448;1.0;0.20;0;0.00;0.20;1.2;2;1.68;1;0;0;0.00;0;0;58;73.4;766;77;2;0;38.9;2;2.52;0.33;4;1;8;32.3
5202;Javier Hernández;FW;es La Liga;31;448;1.0;0.20;0;0.00;0.20;1.2;2;1.68;1;0;0;0.00;0;0;58;73.4;766;77;2;0;38.9;6;2.61;0.08;0;0;0;23.1
5203;Javier Hernández;FW;es La Liga;31;448;1.0;0.20;0;0.00;0.20;1.2;2;1.68;1;0;0;0.00;0;0;58;73.4;766;77;2;0;38.9;6;2.61;0.08;4;1;8;32.3
5204;Javier Hernández;FW;es La Liga;31;448;1.0;0.20;0;0.00;0.20;5.0;9;1.81;7;0;0;0.00;0;0;19;86.4;314;50;1;0;0.0;2;2.52;0.33;0;0;0;23.1
5205;Javier Hernández;FW;es La Liga;31;448;1.0;0.20;0;0.00;0.20;5.0;9;1.81;7;0;0;0.00;0;0;19;86.4;314;50;1;0;0.0;2;2.52;0.33;4;1;8;32.3
5206;Javier Hernández;FW;es La Liga;31;448;1.0;0.20;0;0.00;0.20;5.0;9;1.81;7;0;0;0.00;0;0;19;86.4;314;50;1;0;0.0;6;2.61;0.08;0;0;0;23.1
5207;Javier Hernández;FW;es La Liga;31;448;1.0;0.20;0;0.00;0.20;5.0;9;1.81;7;0;0;0.00;0;0;19;86.4;314;50;1;0;0.0;6;2.61;0.08;4;1;8;32.3
5208;Javier Hernández;FW;es La Liga;31;448;1.0;0.20;0;0.00;0.20;5.0;9;1.81;7;0;0;0.00;0;0;19;86.4;314;50;2;0;38.9;2;2.52;0.33;0;0;0;23.1
5209;Javier Hernández;FW;es La Liga;31;448;1.0;0.20;0;0.00;0.20;5.0;9;1.81;7;0;0;0.00;0;0;19;86.4;314;50;2;0;38.9;2;2.52;0.33;4;1;8;32.3
5210;Javier Hernández;FW;es La Liga;31;448;1.0;0.20;0;0.00;0.20;5.0;9;1.81;7;0;0;0.00;0;0;19;86.4;314;50;2;0;38.9;6;2.61;0.08;0;0;0;23.1
5211;Javier Hernández;FW;es La Liga;31;448;1.0;0.20;0;0.00;0.20;5.0;9;1.81;7;0;0;0.00;0;0;19;86.4;314;50;2;0;38.9;6;2.61;0.08;4;1;8;32.3
5212;Javier Hernández;FW;es La Liga;31;448;1.0;0.20;0;0.00;0.20;5.0;9;1.81;7;0;0;0.00;0;0;58;73.4;766;77;1;0;0.0;2;2.52;0.33;0;0;0;23.1
5213;Javier Hernández;FW;es La Liga;31;448;1.0;0.20;0;0.00;0.20;5.0;9;1.81;7;0;0;0.00;0;0;58;73.4;766;77;1;0;0.0;2;2.52;0.33;4;1;8;32.3
5214;Javier Hernández;FW;es La Liga;31;448;1.0;0.20;0;0.00;0.20;5.0;9;1.81;7;0;0;0.00;0;0;58;73.4;766;77;1;0;0.0;6;2.61;0.08;0;0;0;23.1
5215;Javier Hernández;FW;es La Liga;31;448;1.0;0.20;0;0.00;0.20;5.0;9;1.81;7;0;0;0.00;0;0;58;73.4;766;77;1;0;0.0;6;2.61;0.08;4;1;8;32.3
5216;Javier Hernández;FW;es La Liga;31;448;1.0;0.20;0;0.00;0.20;5.0;9;1.81;7;0;0;0.00;0;0;58;73.4;766;77;2;0;38.9;2;2.52;0.33;0;0;0;23.1
5217;Javier Hernández;FW;es La Liga;31;448;1.0;0.20;0;0.00;0.20;5.0;9;1.81;7;0;0;0.00;0;0;58;73.4;766;77;2;0;38.9;2;2.52;0.33;4;1;8;32.3
5218;Javier Hernández;FW;es La Liga;31;448;1.0;0.20;0;0.00;0.20;5.0;9;1.81;7;0;0;0.00;0;0;58;73.4;766;77;2;0;38.9;6;2.61;0.08;0;0;0;23.1
5219;Javier Hernández;FW;es La Liga;31;448;1.0;0.20;0;0.00;0.20;5.0;9;1.81;7;0;0;0.00;0;0;58;73.4;766;77;2;0;38.9;6;2.61;0.08;4;1;8;32.3
5220;Juan Hernández;FW,MF;es La Liga;24;87;0.0;0.00;0;0.00;0.00;1.0;4;4.14;2;2;0;0.00;0;0;14;60.9;205;91;3;0;0.0;0;1.03;0.00;0;0;0;6.3
5221;Lucas Hernández;DF;de Bundesliga;23;920;0.0;0.00;1;0.10;0.10;10.2;8;0.78;6;0;2;0.20;1;0;723;88.3;14073;4462;7;0;77.8;1;0.29;0.00;9;12;20;36.0
5222;Onel Hernández;FW,MF;eng Premier League;26;1,384;1.0;0.07;2;0.13;0.20;15.4;44;2.86;27;10;4;0.26;3;1;248;74.0;3456;637;26;0;11.5;9;1.95;0.03;27;13;21;33.9
5223;Theo Hernández;DF;it Serie A;21;2,817;6.0;0.19;3;0.10;0.29;31.3;93;2.97;68;5;9;0.29;7;0;1684;83.4;28699;9321;74;1;66.7;17;1.57;0.12;48;27;66;33.8
5224;Hernani;MF;it Serie A;25;2,419;0.0;0.00;4;0.15;0.15;26.9;64;2.38;37;3;12;0.45;7;0;782;75.0;17157;4969;37;0;58.9;9;1.30;0.00;47;19;81;23.8
5225;Ander Herrera;MF,DF;fr Ligue 1;29;547;1.0;0.16;1;0.16;0.33;6.1;16;2.63;14;0;2;0.33;2;0;466;92.6;7483;1724;5;0;44.4;2;0.99;0.17;10;10;7;33.3
5226;Héctor Herrera;MF;es La Liga;29;1,123;0.0;0.00;2;0.16;0.16;12.5;37;2.97;27;0;3;0.24;3;0;671;86.4;11474;4164;12;0;80.0;1;1.12;0.00;26;12;28;31.8
5227;Sergio Herrera;GK;es La Liga;26;1,655;0.0;0.00;0;0.00;0.00;18.4;5;0.27;3;0;0;0.00;0;0;292;47.7;13464;10530;0;0;;0;0.00;;0;0;0;33.3
5228;Yangel Herrera;MF;es La Liga;21;2,368;2.0;0.08;3;0.11;0.19;26.3;50;1.90;33;3;9;0.34;6;1;714;75.8;13566;4100;5;0;56.6;4;1.29;0.06;56;21;57;26.3
5229;Iago Herrerín;GK;es La Liga;31;425;0.0;0.00;0;0.00;0.00;4.7;0;0.00;0;0;0;0.00;0;0;101;59.8;3877;2699;0;0;;0;0.00;;0;0;0;0.0
5230;Patrick Herrmann;FW,MF;de Bundesliga;28;1,453;6.0;0.37;6;0.37;0.74;16.1;46;2.85;32;1;10;0.62;8;0;375;70.9;6177;1811;48;1;38.9;15;2.48;0.15;20;4;20;29.0
5231;Pablo Hervías;MF,FW;es La Liga;26;1,017;1.0;0.09;0;0.00;0.09;11.3;29;2.57;12;3;2;0.18;0;0;280;69.7;4544;1175;49;0;34.8;9;1.68;0.05;18;14;13;31.1
5232;Son Heung-min;FW,MF;eng Premier League;27;2,476;11.0;0.40;10;0.36;0.76;27.5;96;3.49;60;15;22;0.80;13;3;705;79.9;11213;2547;29;1;19.0;39;2.94;0.14;21;11;28;24.4
5233;Gonzalo Higuaín;FW;it Serie A;31;1,866;8.0;0.39;4;0.19;0.58;20.7;93;4.49;69;13;5;0.24;4;1;539;83.3;9845;1249;10;0;31.8;32;3.62;0.11;8;3;19;24.0
5234;Vitorino Hilton;DF;fr Ligue 1;41;2,510;0.0;0.00;2;0.07;0.07;27.9;25;0.90;21;0;4;0.14;3;0;1093;82.7;29670;10665;4;1;65.2;0;0.43;0.00;24;18;37;35.3
5235;Martin Hinteregger;DF;de Bundesliga;26;2,721;8.0;0.26;1;0.03;0.30;30.2;29;0.96;22;1;2;0.07;0;0;1280;77.5;28579;13123;14;0;60.5;17;1.49;0.18;47;25;60;35.6
5236;George Hirst;FW;eng Premier League;20;11;0.0;0.00;0;0.00;0.00;0.1;2;16.36;0;0;0;0.00;0;0;5;62.5;48;16;0;0;80.0;1;24.55;0.00;0;0;0;0.0
5237;Marwin Hitz;GK;de Bundesliga;31;290;0.0;0.00;0;0.00;0.00;3.2;0;0.00;0;0;0;0.00;0;0;84;84.0;2280;1016;0;0;0.0;0;0.00;;0;0;0;
5238;André Hoffmann;DF;de Bundesliga;26;2,428;2.0;0.07;1;0.04;0.11;27.0;8;0.30;7;0;1;0.04;1;0;1215;91.0;28881;7586;2;0;55.9;4;0.48;0.15;22;12;29;37.8
5239;Nicolas Höfler;MF;de Bundesliga;29;2,783;1.0;0.03;0;0.00;0.03;30.9;44;1.42;34;3;2;0.06;1;0;1230;83.8;23437;6102;5;1;63.9;3;0.84;0.04;45;20;70;25.0
5240;Jonas Hofmann;MF,FW;de Bundesliga;27;1,633;5.0;0.28;3;0.17;0.44;18.1;66;3.64;39;2;10;0.55;8;1;702;79.6;14247;3954;28;0;19.0;10;1.27;0.22;27;22;36;25.0
5241;Jonas Hofmann;MF,FW;de Bundesliga;27;1,633;5.0;0.28;3;0.17;0.44;18.1;66;3.64;39;2;10;0.55;8;1;702;79.6;14247;3954;28;0;19.0;10;1.27;0.22;0;0;1;0.0
5242;Jonas Hofmann;MF,FW;de Bundesliga;27;1,633;5.0;0.28;3;0.17;0.44;18.1;66;3.64;39;2;10;0.55;8;1;702;79.6;14247;3954;28;0;19.0;0;0.00;;27;22;36;25.0
5243;Jonas Hofmann;MF,FW;de Bundesliga;27;1,633;5.0;0.28;3;0.17;0.44;18.1;66;3.64;39;2;10;0.55;8;1;702;79.6;14247;3954;28;0;19.0;0;0.00;;0;0;1;0.0
5244;Jonas Hofmann;MF,FW;de Bundesliga;27;1,633;5.0;0.28;3;0.17;0.44;18.1;66;3.64;39;2;10;0.55;8;1;702;79.6;14247;3954;0;0;;10;1.27;0.22;27;22;36;25.0
5245;Jonas Hofmann;MF,FW;de Bundesliga;27;1,633;5.0;0.28;3;0.17;0.44;18.1;66;3.64;39;2;10;0.55;8;1;702;79.6;14247;3954;0;0;;10;1.27;0.22;0;0;1;0.0
5246;Jonas Hofmann;MF,FW;de Bundesliga;27;1,633;5.0;0.28;3;0.17;0.44;18.1;66;3.64;39;2;10;0.55;8;1;702;79.6;14247;3954;0;0;;0;0.00;;27;22;36;25.0
5247;Jonas Hofmann;MF,FW;de Bundesliga;27;1,633;5.0;0.28;3;0.17;0.44;18.1;66;3.64;39;2;10;0.55;8;1;702;79.6;14247;3954;0;0;;0;0.00;;0;0;1;0.0
5248;Jonas Hofmann;MF,FW;de Bundesliga;27;1,633;5.0;0.28;3;0.17;0.44;18.1;66;3.64;39;2;10;0.55;8;1;1;50.0;7;5;28;0;19.0;10;1.27;0.22;27;22;36;25.0
5249;Jonas Hofmann;MF,FW;de Bundesliga;27;1,633;5.0;0.28;3;0.17;0.44;18.1;66;3.64;39;2;10;0.55;8;1;1;50.0;7;5;28;0;19.0;10;1.27;0.22;0;0;1;0.0
5250;Jonas Hofmann;MF,FW;de Bundesliga;27;1,633;5.0;0.28;3;0.17;0.44;18.1;66;3.64;39;2;10;0.55;8;1;1;50.0;7;5;28;0;19.0;0;0.00;;27;22;36;25.0
5251;Jonas Hofmann;MF,FW;de Bundesliga;27;1,633;5.0;0.28;3;0.17;0.44;18.1;66;3.64;39;2;10;0.55;8;1;1;50.0;7;5;28;0;19.0;0;0.00;;0;0;1;0.0
5252;Jonas Hofmann;MF,FW;de Bundesliga;27;1,633;5.0;0.28;3;0.17;0.44;18.1;66;3.64;39;2;10;0.55;8;1;1;50.0;7;5;0;0;;10;1.27;0.22;27;22;36;25.0
5253;Jonas Hofmann;MF,FW;de Bundesliga;27;1,633;5.0;0.28;3;0.17;0.44;18.1;66;3.64;39;2;10;0.55;8;1;1;50.0;7;5;0;0;;10;1.27;0.22;0;0;1;0.0
5254;Jonas Hofmann;MF,FW;de Bundesliga;27;1,633;5.0;0.28;3;0.17;0.44;18.1;66;3.64;39;2;10;0.55;8;1;1;50.0;7;5;0;0;;0;0.00;;27;22;36;25.0
5255;Jonas Hofmann;MF,FW;de Bundesliga;27;1,633;5.0;0.28;3;0.17;0.44;18.1;66;3.64;39;2;10;0.55;8;1;1;50.0;7;5;0;0;;0;0.00;;0;0;1;0.0
5256;Jonas Hofmann;MF,FW;de Bundesliga;27;1,633;5.0;0.28;3;0.17;0.44;0.0;0;0.00;0;0;0;0.00;0;0;702;79.6;14247;3954;28;0;19.0;10;1.27;0.22;27;22;36;25.0
5257;Jonas Hofmann;MF,FW;de Bundesliga;27;1,633;5.0;0.28;3;0.17;0.44;0.0;0;0.00;0;0;0;0.00;0;0;702;79.6;14247;3954;28;0;19.0;10;1.27;0.22;0;0;1;0.0
5258;Jonas Hofmann;MF,FW;de Bundesliga;27;1,633;5.0;0.28;3;0.17;0.44;0.0;0;0.00;0;0;0;0.00;0;0;702;79.6;14247;3954;28;0;19.0;0;0.00;;27;22;36;25.0
5259;Jonas Hofmann;MF,FW;de Bundesliga;27;1,633;5.0;0.28;3;0.17;0.44;0.0;0;0.00;0;0;0;0.00;0;0;702;79.6;14247;3954;28;0;19.0;0;0.00;;0;0;1;0.0
5260;Jonas Hofmann;MF,FW;de Bundesliga;27;1,633;5.0;0.28;3;0.17;0.44;0.0;0;0.00;0;0;0;0.00;0;0;702;79.6;14247;3954;0;0;;10;1.27;0.22;27;22;36;25.0
5261;Jonas Hofmann;MF,FW;de Bundesliga;27;1,633;5.0;0.28;3;0.17;0.44;0.0;0;0.00;0;0;0;0.00;0;0;702;79.6;14247;3954;0;0;;10;1.27;0.22;0;0;1;0.0
