;Player;TacklesWon;TklDribbling;Blocks;SuccPressRatio
1308;Christian Kouamé;3;0;12;18.6
1309;Nianzou Kouassi;4;3;6;42.0
1310;Tomáš Koubek;0;0;1;14.3
1311;Kalidou Koulibaly;41;22;40;35.9
1312;Efthimis Koulouris;6;3;15;21.9
1313;Jules Koundé;17;11;28;42.2
1314;Leonardo Koutris;0;0;2;40.0
1315;Cheikhou Kouyaté;45;23;60;29.4
1316;Mateo Kovačić;55;30;28;32.5
1317;Dawid Kownacki;13;6;18;32.3
1318;İsmail Köybaşı;6;0;3;29.4
1319;Thomas Kraft;0;0;0;
1320;Emil Krafth;12;6;20;29.9
1321;Andrej Kramarić;2;1;18;28.4
1322;Christoph Kramer;28;16;28;33.2
1323;Tom Krauß;1;0;1;75.0
1324;Ladislav Krejčí;9;8;24;24.7
1325;Rene Krhin;3;1;4;34.4
1326;Felix Kroos;12;9;9;26.4
1327;Toni Kroos;41;18;36;25.8
1328;Tim Krul;0;0;0;14.3
1329;Rade Krunić;11;5;7;34.5
1330;Lukas Kübler;0;0;3;20.0
1331;Takefusa Kubo;25;16;32;25.6
1332;Juraj Kucka;35;18;36;26.1
1333;Dejan Kulusevski;21;13;36;23.8
1334;Marash Kumbulla;39;23;40;33.3
1335;Pierre Kunde;28;8;31;26.3
1336;Jasmin Kurtić;16;7;20;25.1
1337;Jasmin Kurtić;20;16;30;24.3
1338;Layvin Kurzawa;9;6;23;31.0
1339;Dereck Kutesa;7;1;10;40.5
1340;Ahmed Kutucu;9;4;8;33.1
1341;Enock Kwateng;21;20;30;28.6
1342;Antonino La Gumina;1;0;0;21.7
1343;Andrea La Mantia;0;0;5;17.6
1344;Gaëtan Laborde;18;5;26;26.9
1345;Alexandre Lacazette;19;4;13;24.6
1346;Riccardo Ladinetti;2;2;2;31.6
1347;Alban Lafont;0;0;0;14.3
1348;Víctor Laguardia;17;13;45;25.7
1349;Jack Lahne;1;0;0;50.0
1350;Konrad Laimer;60;34;60;33.2
1351;Stefan Lainer;36;25;62;32.1
1352;Diego Lainez;5;3;9;22.7
1353;Kenny Lala;26;16;27;30.7
1354;Adam Lallana;12;9;13;31.1
1355;Érik Lamela;21;5;19;27.9
1356;Tariq Lamptey;0;2;0;100.0
1357;Tariq Lamptey;3;0;13;18.7
1358;Loïck Landre;10;9;19;29.1
1359;Michael Lang;5;3;13;18.5
1360;Sebastian Langkamp;3;4;8;37.0
1361;Henri Lansbury;2;0;6;29.5
1362;Manuel Lanzini;9;5;12;22.1
1363;Gianluca Lapadula;14;4;2;19.6
1364;Aymeric Laporte;8;7;6;41.9
1365;Danilo Larangeira;21;15;81;29.2
1366;Larra;1;1;5;20.9
1367;Gautier Larsonneur;0;0;0;27.3
1368;Kevin Lasagna;18;5;23;24.3
1369;Jamaal Lascelles;10;5;37;36.4
1370;Paul Lasne;17;8;12;25.6
1371;Toni Lato;12;5;13;28.8
1372;Danny Latza;22;14;22;26.7
1373;Vincent Laurini;23;15;18;39.1
1374;Wesley Lautoa;42;24;46;32.4
1375;Diego Laxalt;10;5;21;27.1
1376;Diego Laxalt;2;0;4;33.3
1377;Valentino Lazaro;2;6;6;22.4
1378;Valentino Lazaro;6;6;5;24.3
1379;Darko Lazović;14;13;46;28.1
1380;Manuel Lazzari;13;11;25;29.6
1381;Mickaël Le Bihan;0;0;0;25.0
1382;Robin Le Normand;27;22;22;43.9
1383;Damien Le Tallec;35;20;51;30.5
1384;James Lea Siliki;19;9;19;28.0
1385;Rafael Leão;4;2;11;23.4
1386;Adrien Lebeau;0;0;1;25.0
1387;Mathew Leckie;4;0;10;18.3
1388;Benjamin Lecomte;0;0;1;20.0
1389;Pierre Lees-Melou;43;28;52;25.6
1390;Jordan Lefort;4;3;10;30.8
1391;Wu Lei;9;8;33;23.3
1392;Toni Leistner;15;6;22;42.1
1393;Moritz Leitner;9;5;18;20.6
1394;Lucas Leiva;41;24;25;29.6
1395;Florian Lejeune;6;5;13;32.8
1396;Iñigo Lekue;15;13;12;32.2
1397;Nicolas Lemaître;0;0;0;
1398;Thomas Lemar;9;4;18;24.5
1399;Tim Lemperle;0;0;0;0.0
1400;Clément Lenglet;38;12;44;43.3
1401;Aaron Lennon;9;9;8;18.9
1402;Bernd Leno;0;0;0;0.0
1403;Christopher Lenz;35;19;79;31.4
1404;Donovan Léon;0;0;1;0.0
1405;Pedro León;15;7;30;26.7
1406;Sergio León;4;2;6;23.1
1407;Lukas Lerager;19;14;24;24.2
1408;Mehdi Léris;9;5;12;21.1
1409;Jefferson Lerma;49;30;50;30.0
1410;Karlo Letica;0;0;0;0.0
1411;Robert Lewandowski;12;2;16;31.8
1412;Jamal Lewis;31;18;55;30.3
1413;Aaron Leya Iseka;5;2;6;20.4
1414;Stephan Lichtsteiner;9;9;29;24.8
1415;Dimitri Liénard;28;23;26;29.8
1416;Philipp Lienhart;8;6;29;31.1
1417;Matthijs de Ligt;27;14;51;33.5
1418;Isaac Lihadji;0;0;0;33.3
1419;Lillo;2;4;3;21.1
1420;Anderson Lima;4;1;2;50.0
1421;Lucas Lima;4;0;2;18.9
1422;Anthony Limbombe;0;1;3;27.8
1423;Victor Lindelöf;16;12;50;29.0
1424;Karol Linetty;32;19;31;28.5
1425;Jesse Lingard;9;4;9;23.8
1426;Pol Lirola;20;15;33;28.3
1427;Diego Llorente;21;16;30;37.1
1428;Fernando Llorente;1;1;6;25.9
1429;Marcos Llorente;22;8;30;31.7
1430;Gautier Lloris;4;4;3;42.9
1431;Hugo Lloris;0;0;0;0.0
1432;Giovani Lo Celso;33;9;30;31.9
1433;Stanislav Lobotka;17;6;12;26.9
1434;Stanislav Lobotka;10;4;7;33.3
1435;Jürgen Locadia;1;0;0;50.0
1436;Jürgen Locadia;4;0;1;31.2
1437;Manuel Locatelli;58;25;56;33.1
1438;Renan Lodi;46;37;63;27.8
1439;Ruben Loftus-Cheek;0;0;3;47.6
1440;Enzo Loiodice;5;2;3;30.4
1441;Kevin Long;8;3;15;32.1
1442;Shane Long;15;5;18;31.2
1443;Matthew Longstaff;3;1;3;18.0
1444;Sean Longstaff;21;20;31;21.8
1445;Ademola Lookman;5;4;3;27.9
1446;Anthony Lopes;0;0;0;28.6
1447;Rony Lopes;1;1;3;40.0
1448;Rony Lopes;1;0;0;26.7
1449;Adrián López;6;4;10;29.9
1450;David López;30;14;50;31.3
1451;Diego López;2;1;0;14.3
1452;Javi López;3;1;1;50.0
1453;Javi López;26;17;25;31.0
1454;Lluis López;1;2;5;31.0
1455;Maxime Lopez;10;2;10;28.2
1456;Pau López;0;0;0;23.1
1457;Roberto López;2;0;2;31.3
1458;Unai López;27;9;19;29.8
1459;Iker Losada;0;0;0;
1460;Albert Lottin;3;1;0;28.6
1461;Imran Louza;45;17;29;24.7
1462;Matteo Lovato;0;0;0;
1463;Dejan Lovren;9;7;13;27.5
1464;Eduard Löwen;10;3;12;24.3
1465;Eduard Löwen;6;4;4;27.1
1466;Matthew Lowton;24;24;42;29.7
1467;Hirving Lozano;7;2;16;17.7
1468;Pol Lozano;4;2;6;38.3
1469;Jan Luca Rumpf;3;3;0;66.7
1470;Lucas;0;0;2;7.1
1471;Jean Lucas;9;3;4;28.8
1472;Fabio Lucioni;29;10;69;32.9
1473;José Luis Gayà;24;18;33;30.5
1474;José Luis Morales;7;6;25;22.0
1475;José Luis Palomino;51;32;58;36.7
1476;José Luis Rodríguez;0;0;0;16.7
1477;David Luiz;20;10;63;34.6
1478;Douglas Luiz;33;19;64;26.2
1479;Jordan Lukaku;3;2;7;32.7
1480;Romelu Lukaku;4;3;18;23.3
1481;Dodi Lukebakio;22;8;27;24.1
1482;Saša Lukić;31;15;36;25.6
1483;Senad Lulić;24;13;34;32.4
1484;John Lundstram;33;19;29;28.5
1485;Sebastiano Luperto;8;2;10;30.8
1486;Arnaud Lusamba;16;5;13;28.7
1487;Andreas Luthe;0;0;0;
1488;Lyanco;15;5;39;31.8
1489;Charalambos Lykogiannis;12;11;45;25.0
1490;Yann M'Vila;21;9;21;28.9
1491;Alexis Mac Allister;4;4;14;23.8
1492;Darwin Machís;19;12;36;26.3
1493;Yvann Macon;2;1;5;22.7
1494;James Maddison;39;22;21;31.5
1495;Lisandro Magallán;13;6;19;27.0
1496;Francesco Magnanelli;19;11;26;25.1
1497;Giangiacomo Magnani;0;0;3;16.7
1498;Giangiacomo Magnani;0;0;4;40.0
1499;Hugo Magnetti;11;3;8;40.7
1500;Harry Maguire;27;14;45;37.5
1501;Abdallahi Mahmoud;5;1;1;30.8
1502;Riyad Mahrez;21;13;38;28.2
1503;Thiago Maia;3;0;0;38.5
1504;Arne Maier;2;3;9;27.6
1505;Habib Maïga;68;27;58;25.3
1506;Mike Maignan;0;0;0;66.7
1507;Ainsley Maitland-Niles;27;14;29;28.3
1508;Josh Maja;5;2;11;22.3
1509;Abdul Majeed Waris;6;4;3;36.7
1510;Žan Majer;20;10;42;22.9
1511;Jean-Victor Makengo;10;3;10;29.4
1512;Nemanja Maksimović;34;15;47;29.5
1513;Nikola Maksimović;21;16;31;23.9
1514;Kévin Malcuit;5;5;8;20.0
1515;Daniel Maldini;0;0;1;14.3
1516;Ruslan Malinovskyi;15;8;16;28.5
1517;Yunus Mallı;4;6;8;23.6
1518;Hugo Mallo;28;20;53;27.1
1519;Streli Mamba;11;5;15;23.5
1520;Hianga Mananga Mbock;0;0;2;46.2
1521;Vincent Manceau;29;22;47;34.8
1522;Gianluca Mancini;35;15;49;28.5
1523;Marco Mancosu;17;6;31;23.1
1524;Steve Mandanda;0;0;0;33.3
1525;Reinildo Mandava;32;25;27;32.4
1526;Aïssa Mandi;16;16;46;30.9
1527;Rolando Mandragora;33;20;52;24.7
1528;Sadio Mané;35;15;30;30.4
1529;Eliaquim Mangala;4;3;11;36.4
1530;Thomas Mangani;23;13;29;24.5
1531;Massimiliano Mangraviti;5;4;22;21.7
1532;Kostas Manolas;17;15;34;33.5
1533;Javier Manquillo;32;24;35;32.3
1534;Giacomo Manzari;0;0;0;16.7
1535;Myziane Maolida;11;5;13;25.7
1536;Faitout Maouassa;29;18;38;27.3
1537;Fernando Marçal;17;12;20;44.1
1538;Marcelo;12;10;21;32.8
1539;Marcelo;16;10;24;38.0
1540;Solly March;17;9;22;27.8
1541;Gian Marco Ferrari;9;5;34;31.0
1542;Óscar de Marcos;0;2;13;15.3
1543;Dario Maresic;0;0;1;50.0
1544;Miguel Marí;0;0;1;0.0
1545;Pablo Marí;1;1;1;27.3
1546;José María Giménez;11;8;25;31.6
1547;Mariano;0;0;1;21.4
1548;Adrian Mariappa;12;11;35;28.9
1549;Jordan Marié;5;4;6;39.7
1550;Federico Marigosu;0;0;0;0.0
1551;Adrián Marín;6;3;23;25.3
1552;Guillermo Maripán;0;0;2;40.0
1553;Guillermo Maripán;28;24;40;37.6
1554;Marlon;20;10;37;26.9
1555;Omar Marmoush;0;0;0;21.1
1556;Gonzalo Maroni;1;2;3;40.9
1557;Marquinhos;25;16;34;36.9
1558;Bruno Martella;9;11;29;17.8
1559;Roger Martí;11;5;20;18.8
1560;Anthony Martial;12;1;19;28.5
1561;Aarón Martín;15;10;38;28.0
1562;Daniel Martín;0;0;0;
1563;David Martin;0;0;1;100.0
1564;Jonas Martin;3;1;3;43.8
1565;Jonas Martin;7;1;3;31.4
1566;Josh Martin;0;0;1;15.4
1567;Martinelli;13;5;20;27.9
1568;Álex Martínez;0;0;0;0.0
1569;Emiliano Martínez;0;0;0;0.0
1570;Iñigo Martínez;31;20;43;36.1
1571;Javi Martínez;0;0;0;100.0
1572;Javi Martínez;8;5;13;28.1
1573;Lautaro Martínez;13;2;37;25.3
1574;Pablo Martínez;2;0;1;24.0
1575;Pablo Martinez;28;19;44;29.0
1576;Gelson Martins;20;10;17;26.0
1577;Adam Marušić;8;6;21;28.3
1578;Omar Mascarell;41;15;54;31.5
1579;Andrea Masiello;14;11;18;28.8
1580;Andrea Masiello;13;9;12;31.6
1581;Adam Masina;25;14;41;29.3
1582;Jordi Masip;0;0;0;0.0
1583;Arthur Masuaku;27;11;29;29.1
1584;Jaime Mata;12;4;23;24.0
1585;Juan Mata;7;2;7;29.7
1586;Aleš Matějů;29;25;70;27.0
1587;Jean-Philippe Mateta;3;0;7;26.0
1588;Nemanja Matić;21;9;33;28.6
1589;Joël Matip;9;5;7;42.2
1590;Rabbi Matondo;4;3;9;23.5
1591;Alessandro Matri;0;0;1;0.0
1592;Federico Mattiello;20;9;25;31.0
1593;Blaise Matuidi;36;9;50;29.1
1594;Neal Maupay;17;8;31;26.3
1595;Stephy Mavididi;14;8;19;29.3
1596;Philipp Max;25;12;41;32.2
1597;Eric Maxim Choupo-Moting;4;4;3;28.9
1598;Alexandru Maxim;1;0;4;19.2
1599;Kévin Mayi;0;0;0;0.0
1600;Borja Mayoral;4;1;14;26.1
1601;Luca Mazzitelli;0;1;0;50.0
1602;Kevin Mbabu;42;30;50;36.4
1603;Kylian Mbappé;2;1;8;29.2
1604;Ibrahima Mbaye;11;8;43;26.8
1605;Loïc Mbe Soh;1;1;0;16.7
1606;Isaac Mbenza;1;0;1;33.3
1607;Nathanael Mbuku;4;0;2;25.0
1608;James McArthur;70;36;97;28.2
1609;Oliver McBurnie;21;7;33;24.2
1610;Alex McCarthy;0;0;0;100.0
1611;James McCarthy;42;30;35;29.8
1612;John McGinn;40;20;32;28.3
1613;David McGoldrick;26;5;20;25.7
1614;Michael McGovern;0;0;0;
1615;Weston McKennie;35;21;47;30.1
1616;Kenny McLean;31;16;47;27.1
1617;Dwight McNeil;28;17;71;24.3
1618;Scott McTominay;31;17;39;32.1
1619;Biagio Meccariello;15;10;19;35.7
1620;Gary Medel;22;10;33;28.0
1621;Ben Mee;16;19;64;31.8
1622;Joshua Mees;4;3;3;21.0
1623;Admir Mehmedi;5;4;16;27.7
1624;Soualiho Meïté;34;18;45;25.7
1625;Farid El Melali;6;2;10;24.5
1626;Óscar Melendo;6;4;11;28.1
1627;Gonzalo Melero;16;7;18;27.0
1628;Arthur Melo;13;3;10;28.2
1629;Pedro Mendes;29;11;24;34.5
1630;Thiago Mendes;31;15;34;27.0
1631;Brais Méndez;13;12;19;21.7
1632;Édgar Méndez;8;3;18;22.4
1633;Stiven Mendoza;11;3;21;25.7
1634;Alexandre Mendy;2;0;6;20.1
1635;Benjamin Mendy;17;10;21;28.9
1636;Edouard Mendy;0;0;0;33.3
1637;Ferland Mendy;16;10;38;32.0
1638;Nampalys Mendy;4;1;5;33.3
1639;Hamza Mendyl;27;31;35;25.0
1640;Chris Mepham;14;9;20;37.1
1641;Levent Mercan;0;0;1;29.4
1642;Jorge Meré;5;2;15;30.6
1643;Alex Meret;0;0;1;0.0
1644;Fran Mérida;14;10;20;29.2
1645;Mikel Merino;63;22;58;30.2
1646;Sabin Merino;0;0;1;20.0
1647;Yıldırım Mert Çetin;3;2;7;32.3
1648;Dries Mertens;20;4;17;29.1
1649;Roque Mesa;29;12;32;28.0
1650;Lionel Messi;10;0;7;30.3
1651;Thomas Meunier;16;15;30;31.2
1652;Mexer;15;9;25;39.1
1653;Max Meyer;8;4;13;27.1
1654;Kingsley Michael;0;0;1;26.7
1655;Míchel;32;20;35;25.0
1656;Sven Michel;7;5;18;25.2
1657;Miguel;1;2;1;30.0
1658;Florian Miguel;32;24;32;32.8
1659;Georges Mikautadze;0;0;0;0.0
1660;Nikola Milenković;48;17;61;30.9
1661;Arkadiusz Milik;9;4;13;25.5
1662;Sergej Milinković-Savić;59;19;82;27.2
1663;Éder Militão;14;5;14;33.7
1664;Luka Milivojević;37;28;47;26.0
1665;Vincenzo Millico;1;1;4;21.4
1666;James Milner;10;4;15;24.3
1667;Santi Mina;8;4;24;24.9
1668;Yerry Mina;20;15;37;28.8
1669;Takumi Minamino;3;1;3;31.7
1670;Tyrone Mings;17;10;72;41.3
1671;Jorge Miramón;32;26;65;29.7
1672;Juan Miranda;7;7;28;29.0
1673;Antonio Mirante;0;0;0;0.0
1674;Simone Missiroli;28;11;52;20.7
1675;Tyrick Mitchell;2;1;6;27.1
1676;Stefan Mitrović;15;6;34;36.3
1677;Maximilian Mittelstädt;35;24;67;26.8
1678;Henrikh Mkhitaryan;0;0;2;25.0
1679;Henrikh Mkhitaryan;28;15;27;24.7
1680;Anthony Modeste;6;1;6;22.5
1681;Luka Modrić;17;14;22;23.3
1682;Kevin Möhwald;1;1;0;33.3
1683;Niklas Moisander;24;16;44;35.7
1684;Jorge Molina;6;2;13;26.3
1685;Florent Mollet;5;3;19;24.7
1686;Jon Moncayola;31;25;40;27.7
1687;Gabriele Moncini;0;0;2;33.3
1688;Thomas Monconduit;14;8;16;24.8
1689;Nacho Monreal;4;1;3;29.4
1690;Nacho Monreal;24;24;58;26.6
1691;Joan Monterde Raygal;0;0;0;66.7
1692;Ilario Monterisi;0;0;0;
1693;Ángel Montoro;11;2;20;26.9
1694;Martín Montoya;28;22;41;24.5
1695;Simon Moore;0;0;0;0.0
1696;Aaron Mooy;31;8;48;29.7
1697;Wesley Moraes;10;0;18;24.9
1698;Alfredo Morales;26;13;40;26.1
1699;Álvaro Morata;15;2;17;25.9
1700;Jan Morávek;14;9;6;25.9
1701;Steven Moreira;27;22;26;28.2
1702;Jérémy Morel;16;7;33;31.7
1703;Alberto Moreno;21;9;34;31.9
1704;Álex Moreno;24;7;47;28.7
1705;Gerard Moreno;14;7;30;23.0
1706;Mateu Morey;4;3;10;15.8
1707;Wes Morgan;4;1;6;53.3
1708;Manu Morlanes;5;2;1;25.8
1709;Raúl Moro;0;0;0;
1710;Loren Morón;10;3;31;24.1
1711;Leonardo Morosini;0;0;1;28.6
1712;Ravel Morrison;0;0;0;33.3
1713;Victor Moses;3;3;4;40.0
1714;Lebo Mothiba;2;0;12;21.4
1715;Harold Moukoudi;19;14;21;38.8
1716;Jessy Moulin;0;0;0;50.0
1717;Mason Mount;31;13;26;28.1
1718;Lucas Moura;33;12;40;27.1
1719;Lys Mousset;4;2;10;28.0
1720;Wesley Moustache;0;0;3;33.3
1721;João Moutinho;54;43;64;24.1
1722;Samuel Moutoussamy;2;4;9;27.1
1723;Toni Moya;0;0;0;
1724;Javi Moyano;15;5;41;27.7
1725;Nordi Mukiele;38;23;37;37.5
1726;Benoît Mukinayi;12;5;26;35.5
1727;Mert Müldür;29;25;29;36.2
1728;Florian Müller;0;0;0;
1729;Thomas Müller;40;20;39;37.2
1730;Marshall Munetsi;17;10;21;27.5
1731;Iker Muniain;23;4;17;26.4
1732;Aihen Muñoz;9;11;19;41.0
1733;Javier Muñoz;0;0;1;20.0
1734;Simone Muratore;1;1;2;25.7
1735;Alessandro Murgia;20;16;20;24.1
1736;Luis Muriel;8;5;17;34.4
1737;Jeison Murillo;17;16;21;31.6
1738;Jeison Murillo;10;9;16;30.2
1739;Glenn Murray;2;0;6;24.3
1740;Nicola Murru;34;22;57;28.4
1741;Mateo Musacchio;9;9;18;35.3
1742;Torben Müsel;0;0;0;0.0
1743;Jamal Musiala;0;0;0;0.0
1744;Juan Musso;0;0;0;0.0
1745;Shkodran Mustafi;9;2;15;33.3
1746;Yoshinori Mutō;2;0;1;25.0
1747;Yvon Mvogo;0;0;0;
1748;Phillipp Mwene;6;7;13;27.9
1749;Obite N'Dicka;21;21;43;31.2
1750;Kévin N'Doram;34;16;30;28.7
1751;Abdallah N'dour;4;1;8;22.4
1752;Ferris N'Goma;0;0;1;28.6
1753;Nathan N'Goumou;0;0;0;33.3
1754;Georges-Kévin N'Koudou;0;0;0;42.9
1755;Stanley N'Soki;23;18;17;39.9
1756;Nacho;28;15;51;32.2
1757;Nacho;6;4;14;26.9
1758;Radja Nainggolan;22;5;28;27.3
1759;Marvelous Nakamba;47;15;61;34.2
1760;Naldo;14;7;14;34.2
1761;Nahitan Nández;45;23;38;23.3
1762;Matija Nastasić;24;16;30;39.9
1763;Marc Navarro;2;2;2;8.7
1764;Ximo Navarro;27;11;49;30.1
1765;Jesús Navas;19;18;54;27.4
1766;Keylor Navas;0;0;0;0.0
1767;Raúl Navas;11;3;19;43.3
1768;Michel Ndary Adopo;0;0;1;0.0
1769;Papa Ndiaga Yade;0;0;0;100.0
1770;Wilfred Ndidi;76;37;71;32.7
1771;Emanuele Ndoj;8;4;17;24.9
1772;Tanguy Ndombele;19;10;27;24.8
1773;Reiss Nelson;6;8;13;18.9
1774;Ilija Nestorovski;7;4;14;25.5
1775;Neto;0;0;0;
1776;Pedro Neto;5;2;5;27.6
1777;Manuel Neuer;1;1;0;16.7
1778;Florian Neuhaus;27;14;42;31.6
1779;Carlos Neva;8;8;52;23.1
1780;Rúben Neves;42;32;70;24.7
1781;Neymar;7;5;10;28.8
1782;Jeremy Ngakia;12;7;11;30.4
1783;Jessic Ngankam;1;1;2;50.0
1784;Muzinga Ngonda;10;5;16;37.3
1785;Ahmad Ngouyamsa;0;;;
1786;Opa Nguette;35;11;22;29.3
1787;Moussa Niakhate;41;13;54;32.7
1788;Ibrahima Niane;10;4;17;24.9
1789;M'Baye Niang;10;2;21;28.3
1790;Cheikh Niasse;0;0;0;0.0
1791;Oumar Niasse;1;2;2;11.1
1792;Moritz Nicolas;0;0;0;0.0
1793;Florian Niederlechner;18;4;35;23.8
1794;Saúl Ñíguez;65;33;102;31.9
1795;Casimir Ninga;5;1;7;17.8
1796;Fernando Niño;1;0;0;28.6
